TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
49728,Dulux Trade,Dulux Trade Satinwood Paint Vintage Smoke,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Hard-wearing, durable and dirt-resistant - you can depend on this Vintage Smoke Dulux Trade Satinwood paint to stand the test of time. The solvent-based satin finish is perfect for bringing out the best in interior wood and metal surfaces.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Satinwood is self-undercoating - no undercoat is needed, unless you require a stronger colour change. It can be easily applied with a brush or roller, and is recoatable in 16-24 hours. Two full coats of this paint is usually enough to finish the job.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on interior wood and metal<lt/>/p<gt/><lt/>p<gt/>• Solvent-based satin finish that's tough and hard-wearing<lt/>/p<gt/><lt/>p<gt/>• Dirt-resistant - keep that clean, freshly-painted look for longer<lt/>/p<gt/><lt/>p<gt/>• Undercoat not needed unless a strong colour change is required<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 42.5m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Warm Neutral,2500 ml,,,,Satin,Interior Use,,,,,,,
50439,Dulux Trade,Dulux Trade Weathershield Quick Dry Exterior Satin Paint Fine Cream,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Smarten up exterior wood and keep it protected from the weather for up to six years by using this Fine Cream Dulux Trade Weathershield Quick Dry Exterior Satin paint.<lt/>/p<gt/><lt/>p<gt/>As well as all-year-round protection, Dulux Trade Weathershield Quick Dry Exterior Satin also gives you a smart and stylish mid-sheen finish. The water-based paint contains a fungicide to prevent mould growth on the paint film, helping it stay cleaner for even longer.<lt/>/p<gt/><lt/>p<gt/>Two coats of appropriately-coloured Dulux Trade Weathershield Quick Dry Exterior Flexible Undercoat are required for all primed wood, before applying this paint. One coat is usually enough, but additional coats may be required where there's a strong colour change involved.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 20m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of one full coat<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Suitable for application by brush only - do not spray<lt/>/p<gt/><lt/>p<gt/>• Water-based paint with a tough and durable mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• All-weather protection of up to six years for exterior wood<lt/>/p<gt/><lt/>p<gt/>• Contains a fungicide to inhibit mould growth and keep it cleaner<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 50m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,2500 ml,,,,Satin,Exterior Use,,,,,,,
45423,Dulux Trade,Dulux Trade Vinyl Silk Paint Timeless,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>The tough, mid-sheen finish of this Timeless Dulux Trade Vinyl Silk paint is certain to transform any room. It's a top-quality, washable emulsion formulated with unique AkzoNobel technology to ensure the smartest and most professional job, every time.<lt/>/p<gt/><lt/>p<gt/>Because it's water-based, Dulux Trade Vinyl Silk can be applied easily with a brush, roller or spray. It's perfect for all normal interior walls or ceilings but, in kitchens and bathrooms where condensation is a problem, a Dulux Trade Diamond Eggshell finish is more suitable.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Vinyl Silk offers a generous coverage of up to 16m² per litre. You'll usually need two full coats of this paint to finish the job. However, one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality, washable emulsion providing a tough, mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• High opacity for smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,5000 ml,,,,Silk,Interior Use,,,,,,,
49286,Dulux Trade,Dulux Trade Vinyl Matt Paint Chic Shadow,1L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage with a high-quality finish, this Chic Shadow Dulux Trade Vinyl Matt paint guarantees a smart and professional job every time. Whether you're using a brush, roller or spray, the paint's smooth flow always ensures the easiest of application.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Vinyl Matt is formulated using unique AkzoNobel technology, resulting in a high-opacity emulsion that's perfect for all normal interior walls and ceilings. It's recoatable in just 2-4 hours, so you'll waste no time in getting the job done.<lt/>/p<gt/><lt/>p<gt/>You'll usually need two full coats of Dulux Trade Vinyl Matt to finish the surface. However, one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Smooth flow for easy application with brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality, high-opacity emulsion paint<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 17m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,1000 ml,,,,Matt,Interior Use,,,,,,,
53986,Dulux Trade,Dulux Trade Vinyl Matt Paint Misty Mirror,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage with a high-quality finish, this Misty Mirror Dulux Trade Vinyl Matt paint guarantees a smart and professional job every time. Whether you're using a brush, roller or spray, the paint's smooth flow always ensures the easiest of application.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Vinyl Matt is formulated using unique AkzoNobel technology, resulting in a high-opacity emulsion that's perfect for all normal interior walls and ceilings. It's recoatable in just 2-4 hours, so you'll waste no time in getting the job done.<lt/>/p<gt/><lt/>p<gt/>You'll usually need two full coats of Dulux Trade Vinyl Matt to finish the surface. However, one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Smooth flow for easy application with brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality, high-opacity emulsion paint<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 85m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,5000 ml,,,,Matt,Interior Use,,,,,,,
58436,Dulux Trade,Dulux Trade Quick Dry Satinwood Paint Timeless,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>When time is against you, this Timeless Dulux Trade Quick Dry Satinwood paint will help you get the job done professionally and quickly. It's a smooth and durable top coat for use on both interior wood and metal.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Quick Dry Satinwood is suitable for use with a brush, roller or spray. It's an advanced water-based paint that leaves a smart satin finish, and is recoatable in just 4-6 hours.<lt/>/p<gt/><lt/>p<gt/>Two full coats are normally required on previously-coated or suitably-primed surfaces. For stronger colour changes, a coat of Dulux Trade Quick Dry Undercoat is recommended. For the best results, use this paint with a high-quality synthetic brush designed for water-based paints.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• A smooth, durable top coat for interior wood and metal<lt/>/p<gt/><lt/>p<gt/>• Advanced water-based, satin finish<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 30m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,2500 ml,,,,Satin,Interior Use,,,,,,,
58101,,Dulux Trade Vinyl Matt,Light Base 5L,,,,,,,,,,,,,,,,,,,
53321,Dulux Trade,Dulux Trade Diamond Matt Paint Primrose White,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage and simple application with a tough, durable and easy-clean finish, this Primrose White Dulux Trade Diamond Matt paint will transform any room. The matt finish absorbs light rather than reflecting it, which is great for hiding imperfections on surfaces while creating a warm, smooth and uniform look.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Diamond Matt is an ideal choice for walls in busy areas that require regular cleaning. It contains unique stain-repellent technology and is also highly resistant to scuffs and scrubbing. This wipeable finish ensures surfaces are easy to clean, keeping that freshly-painted look for even longer.<lt/>/p<gt/><lt/>p<gt/>The paint also contains anti-fade technology to ensure this colour stands the test of time. New or bare surfaces should be prepped with an appropriate Dulux Trade product, and two full coats should be enough to finish the job - additional coats may be required for significant colour changes.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Tough and cleanable emulsion for a smooth, even matt finish<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology for a longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Extremely durable - scrub, scuff and stain-resistant<lt/>/p<gt/><lt/>p<gt/>• Tough, wipeable finish stands up to repeated cleaning<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Class 1 ISO 11998 and Type C BS 7719 scrub ratings<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 40m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,Yellow,Yellow,2500 ml,,,,Matt,Interior Use,,,,,,,
57987,Rustins,Quick Dry Garden Paint,Bluebell 750ml,,,,,,,0.75 l,,,,,,,,,,,,
53121,Dulux Trade,Dulux Trade Eggshell Paint Chic Shadow,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>For a tough and durable finish on wooden or metal surfaces indoors, this Chic Shadow Dulux Trade Eggshell paint is the perfect choice. Application with a brush or roller is easy, and it leaves a mid-sheen finish that stands the test of time.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Eggshell paint is self-undercoating - no undercoat is required, unless you're planning a strong colour change. The solvent-based paint is recoatable within 24 hours, offering impressive coverage of up to 17m² per litre to make sure each tin goes further.<lt/>/p<gt/><lt/>p<gt/>Two full coats of Dulux Trade Eggshell paint should be enough to complete the job, but additional coats may be needed if there's a significant colour change.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable after 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on interior wood and metal surfaces<lt/>/p<gt/><lt/>p<gt/>• Solvent-based paint for a tough and durable mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• Undercoat not needed unless a strong colour change is required<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 42.5m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,2500 ml,,,,Egg Shell,Interior Use,,,,,,,
58023,Dulux Trade,Dulux Trade Vinyl Soft Sheen Paint Almost Oyster,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>The fashionable finish of this Almost Oyster Dulux Trade Vinyl Soft Sheen paint is guaranteed to transform any room. It's a top-quality, washable emulsion formulated with unique AkzoNobel technology to ensure the smartest and most professional job, every time. The subtle soft sheen finish is very maintenance-friendly too, so it's particularly popular if you need an easy-clean wall or ceiling.<lt/>/p<gt/><lt/>p<gt/>Because it's water-based, Dulux Trade Vinyl Soft Sheen can be applied easily with a brush, roller or spray. It's perfect for all normal interior walls or ceilings but, in kitchens and bathrooms where condensation is a problem, a Dulux Trade Diamond Eggshell finish is more suitable.<lt/>/p<gt/><lt/>p<gt/>This paint offers a generous coverage of up to 16m² per litre. You'll usually need two full coats to finish the job, however one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality emulsion providing a tough, washable finish<lt/>/p<gt/><lt/>p<gt/>• High opacity for smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Fashionable soft sheen finish<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Warm Neutral,5000 ml,,,,,Interior Use,,,,,,,
56797,Dulux Trade,Dulux Trade High Gloss Paint Cannon Ball,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Looking for a tough and durable high gloss finish? This solvent-based Cannon Ball Dulux Trade High Gloss paint offers excellent flow on interior and exterior wood or metal surfaces. It's so easy to apply with a brush or roller, guaranteeing superb coverage and a long-lasting shine.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade High Gloss leaves an incredibly shiny finish that is certain to make a big statement. A great choice for doors and trims in particular, it will add a whole new dimension to any room and will continue to look its best for a long time to come.<lt/>/p<gt/><lt/>p<gt/>For most standard decorating jobs, you'll need a coat of appropriately-coloured Dulux Trade Undercoat followed by one or two coats of Dulux Trade High Gloss to get the job done to the highest standard.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 18m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable after 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on wood or metal surfaces - indoors and outdoors<lt/>/p<gt/><lt/>p<gt/>• Solvent-based paint offers an excellent flow<lt/>/p<gt/><lt/>p<gt/>• Tough and durable high gloss finish for surfaces<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 45m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,2500 ml,,,,Gloss,Exterior Use,,,,,,,
55891,,Dulux Trade Colour Sampler 250ml,Light Base,,,,,,,,,,,,,,,,,,,
57386,Dulux Trade,Dulux Trade Vinyl Silk Paint Sunbaked Terracotta,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>The tough, mid-sheen finish of this Sunbaked Terracotta Dulux Trade Vinyl Silk paint is certain to transform any room. It's a top-quality, washable emulsion formulated with unique AkzoNobel technology to ensure the smartest and most professional job, every time.<lt/>/p<gt/><lt/>p<gt/>Because it's water-based, Dulux Trade Vinyl Silk can be applied easily with a brush, roller or spray. It's perfect for all normal interior walls or ceilings but, in kitchens and bathrooms where condensation is a problem, a Dulux Trade Diamond Eggshell finish is more suitable.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Vinyl Silk offers a generous coverage of up to 16m² per litre. You'll usually need two full coats of this paint to finish the job. However, one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality, washable emulsion providing a tough, mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• High opacity for smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 40m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,Metallic,Gold,2500 ml,,,,Silk,Interior Use,,,,,,,
56956,Dulux Trade,Dulux Trade Weathershield Smooth Masonry Paint Natural Hessian,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Want a high-quality, decorative coating for your outdoor walls? When you use this Natural Hessian Dulux Trade Weathershield Smooth Masonry paint, you'll be sure of an attractive and professional finish that's protected against the weather for up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Formulated for pro use, Dulux Trade Weathershield Smooth Masonry offers excellent opacity and is easy to apply using a brush, roller or spray. The new-and-improved formula prevents the growth of mould and algae within the paint film, keeping it cleaner for longer, while anti-fade technology maintains a long-lasting colour.<lt/>/p<gt/><lt/>p<gt/>New or bare surfaces can be sealed with a thinned coat (up to 1 part clean water to 5 parts paint). You'll then usually finish the job with two full coats, but one coat may be sufficient on previously-painted surfaces that are of a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Ultra-fast touch-dry time of just 30 minutes<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours, depending on temperature or humidity<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller, airless spray or conventional spray<lt/>/p<gt/><lt/>p<gt/>• A high-quality decorative coating for exterior walls<lt/>/p<gt/><lt/>p<gt/>• Keeps painted surfaces cleaner and smarter for longer<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology ensures longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Offers up to 15 years of weather protection - BBA-approved<lt/>/p<gt/><lt/>p<gt/>• New and improved formula inhibits growth of mould and algae<lt/>/p<gt/><lt/>p<gt/>• Excellent opacity - smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Warm Neutral,5000 ml,,,,Smooth,Exterior Use,,,,,,,
59813,Dulux Trade,Dulux Trade Weathershield Quick Dry Exterior Satin Paint Gardenia,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Smarten up exterior wood and keep it protected from the weather for up to six years by using this Gardenia Dulux Trade Weathershield Quick Dry Exterior Satin paint.<lt/>/p<gt/><lt/>p<gt/>As well as all-year-round protection, Dulux Trade Weathershield Quick Dry Exterior Satin also gives you a smart and stylish mid-sheen finish. The water-based paint contains a fungicide to prevent mould growth on the paint film, helping it stay cleaner for even longer.<lt/>/p<gt/><lt/>p<gt/>Two coats of appropriately-coloured Dulux Trade Weathershield Quick Dry Exterior Flexible Undercoat are required for all primed wood, before applying this paint. One coat is usually enough, but additional coats may be required where there's a strong colour change involved.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 20m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of one full coat<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Suitable for application by brush only - do not spray<lt/>/p<gt/><lt/>p<gt/>• Water-based paint with a tough and durable mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• All-weather protection of up to six years for exterior wood<lt/>/p<gt/><lt/>p<gt/>• Contains a fungicide to inhibit mould growth and keep it cleaner<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 50m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,2500 ml,,,,Satin,Exterior Use,,,,,,,
63893,,Dulux Trade Diamond Eggshell,Medium 1L,,,,,,,,,,,,,,,,,,,
